DATAFLOW,LAST UPDATE,freq,unit,mot_nrg,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,LT,2022,1650384,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,LT,2023,1700524,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,LU,2014,372827,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,LU,2015,381103,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,LU,2016,390935,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,LU,2017,403282,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,LU,2018,415145,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,LU,2019,426346,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,LU,2020,433183,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,LU,2021,439919,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,LU,2022,444818,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,LU,2023,453614,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,LV,2014,657799,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,LV,2015,679048,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,LV,2016,664177,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,LV,2017,689536,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,LV,2018,707841,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,LV,2019,727164,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,LV,2020,739124,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,LV,2021,758688,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,LV,2022,769723,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,LV,2023,781690,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,MD,2014,512561,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,MD,2015,529813,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,MD,2016,546781,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,MD,2017,588119,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,MD,2018,616800,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,MD,2019,648780,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,MD,2020,677670,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,MD,2021,716906,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,MD,2022,745970,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,MD,2023,788506,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,ME,2014,174073,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,ME,2015,175912,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,ME,2016,184734,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,ME,2017,193242,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,ME,2018,206453,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,ME,2019,217959,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,ME,2020,210113,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,ME,2021,221405,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,ME,2022,227716,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,ME,2023,242599,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,MK,2014,371449,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,MK,2015,383833,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,MK,2016,394934,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,MK,2017,403316,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,MK,2018,415062,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,MK,2019,426045,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,MK,2020,429196,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,MK,2021,477820,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,MK,2022,483482,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,MT,2014,265950,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,MT,2015,275380,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,MT,2016,282921,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,MT,2017,291798,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,MT,2018,300140,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,MT,2019,307130,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,MT,2020,308358,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,MT,2021,313177,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,MT,2022,317234,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,MT,2023,323852,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,NL,2014,7979083,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,NL,2015,8100864,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,NL,2016,8222974,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,NL,2017,8373244,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,NL,2018,8442982,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,NL,2019,8584391,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,NL,2020,8686419,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,NL,2021,8827709,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,NL,2022,8917107,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,NL,2023,8932846,s
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,NO,2014,2555443,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,NO,2015,2610000,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,NO,2016,2662910,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,NO,2017,2719396,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,NO,2018,2751949,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,NO,2019,2801208,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,NO,2020,2934883,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,NO,2021,3003005,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,NO,2022,3018728,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,NO,2023,2886795,s
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,PL,2014,20003863,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,PL,2015,18011775,b
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,PL,2016,18718408,s
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,PL,2017,19266117,s
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,PL,2018,19911107,s
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,PL,2019,20544344,s
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,PL,2020,20985865,s
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,PL,2021,21356007,s
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,PL,2022,21458101,s
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,PL,2023,21992801,s
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,PT,2014,4699645,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,PT,2015,4722963,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,PT,2016,4850229,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,PT,2017,5059472,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,PT,2018,5282970,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,PT,2019,5452119,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,PT,2020,5565963,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,PT,2021,5632644,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,PT,2022,5778584,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,PT,2023,5931722,p
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,RO,2014,4907564,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,RO,2015,5155059,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,RO,2016,5472423,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,RO,2017,5998194,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,RO,2018,6452536,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,RO,2019,6902984,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,RO,2020,7274728,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,RO,2021,7611039,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,RO,2022,7865186,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,RO,2023,8106570,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,RS,2017,1968787,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,RS,2018,1999771,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,RS,2019,2083753,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,RS,2020,2164818,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,RS,2021,2235794,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,RS,2022,2337498,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,RS,2023,2389105,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,SE,2014,4584711,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,SE,2015,4668262,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,SE,2016,4767262,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,SE,2017,4844823,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,SE,2018,4869979,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,SE,2019,4887116,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,SE,2020,4943293,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,SE,2021,4985979,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,SE,2022,4979761,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,SE,2023,4976366,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,SI,2014,1068362,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,SI,2015,1078737,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,SI,2016,1096523,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,SI,2017,1117935,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,SI,2018,1143150,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,SI,2019,1165371,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,SI,2020,1170690,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,SI,2021,1189457,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,SI,2022,1207755,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,SI,2023,1230565,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,SK,2014,1949100,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,SK,2015,2034574,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,SK,2016,2121774,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,SK,2017,2223117,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,SK,2018,2321608,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,SK,2019,2393577,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,SK,2020,2439986,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,SK,2021,2493183,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,SK,2022,2555491,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,SK,2023,2644361,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,TR,2014,9857915,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,TR,2015,10589337,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,TR,2016,11317998,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,TR,2017,12035978,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,TR,2018,12398190,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,TR,2019,12503049,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,TR,2020,13099041,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,TR,2021,13706065,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,TR,2022,14269352,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,TR,2023,15221134,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,UK,2015,30250294,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,UK,2016,30850440,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,UK,2017,31200182,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,UK,2018,31517597,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,UK,2021,31878624,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,UK,2022,32169932,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,XK,2014,236145,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,XK,2015,281847,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,XK,2016,260291,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,XK,2017,168759,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,XK,2018,256880,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,XK,2019,309509,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,XK,2020,292902,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,XK,2021,322701,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,XK,2022,339131,
ESTAT:ROAD_EQS_CARPDA(1.0),26/08/24 23:00:00,A,NR,TOTAL,XK,2023,368818,
